Numarul Circumscriptiei,Numarul total de alegatori,Raionul RO,Raionul RU,Localitatea/Adresa RO,Localitatea/Adresa RU,Numarul sectiei de vot,Adresa sectiei de vot
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 3,str. Căușeni 3,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 4,str. Căușeni 4,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 5,str. Căușeni 5,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 6,str. Căușeni 6,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 6a,str. Căușeni 6a,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 7,str. Căușeni 7,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 8,str. Căușeni 8,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 9,str. Căușeni 9,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 10a,str. Căușeni 10a,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 11,str. Căușeni 11,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 12,str. Căușeni 12,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 13,str. Căușeni 13,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 13a,str. Căușeni 13a,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 14,str. Căușeni 14,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 15,str. Căușeni 15,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 16,str. Căușeni 16,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 17/1,str. Căușeni 17/1,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 18,str. Căușeni 18,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 19,str. Căușeni 19,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 19/1,str. Căușeni 19/1,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 21,str. Căușeni 21,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 23,str. Căușeni 23,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 25,str. Căușeni 25,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 27,str. Căușeni 27,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 28,str. Căușeni 28,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 29,str. Căușeni 29,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 30,str. Căușeni 30,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 32,str. Căușeni 32,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 32/1,str. Căușeni 32/1,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 32/2,str. Căușeni 32/2,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Căușeni 32/3,str. Căușeni 32/3,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 36,str. Cetatea Albă 36,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 37,str. Cetatea Albă 37,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 38,str. Cetatea Albă 38,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 39,str. Cetatea Albă 39,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 40,str. Cetatea Albă 40,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 41,str. Cetatea Albă 41,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 42,str. Cetatea Albă 42,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 43,str. Cetatea Albă 43,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 44,str. Cetatea Albă 44,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 45,str. Cetatea Albă 45,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 46,str. Cetatea Albă 46,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 47,str. Cetatea Albă 47,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 48,str. Cetatea Albă 48,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 49,str. Cetatea Albă 49,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 50,str. Cetatea Albă 50,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 51,str. Cetatea Albă 51,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 52,str. Cetatea Albă 52,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 53,str. Cetatea Albă 53,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 54,str. Cetatea Albă 54,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 55,str. Cetatea Albă 55,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 56,str. Cetatea Albă 56,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 57,str. Cetatea Albă 57,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 58,str. Cetatea Albă 58,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 59,str. Cetatea Albă 59,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 60,str. Cetatea Albă 60,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 61,str. Cetatea Albă 61,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 62,str. Cetatea Albă 62,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 63,str. Cetatea Albă 63,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 64,str. Cetatea Albă 64,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 65,str. Cetatea Albă 65,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 66,str. Cetatea Albă 66,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 67,str. Cetatea Albă 67,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 68,str. Cetatea Albă 68,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 69,str. Cetatea Albă 69,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 70,str. Cetatea Albă 70,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 71,str. Cetatea Albă 71,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 72,str. Cetatea Albă 72,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 73,str. Cetatea Albă 73,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Albă 74,str. Cetatea Albă 74,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 1,str. Cetatea Chilia 1,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 3,str. Cetatea Chilia 3,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 5,str. Cetatea Chilia 5,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 7,str. Cetatea Chilia 7,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 8,str. Cetatea Chilia 8,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 9,str. Cetatea Chilia 9,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 10,str. Cetatea Chilia 10,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 11,str. Cetatea Chilia 11,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 12,str. Cetatea Chilia 12,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 13,str. Cetatea Chilia 13,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 14,str. Cetatea Chilia 14,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 16,str. Cetatea Chilia 16,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 17,str. Cetatea Chilia 17,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 18,str. Cetatea Chilia 18,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 19,str. Cetatea Chilia 19,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 21,str. Cetatea Chilia 21,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 23,str. Cetatea Chilia 23,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 25,str. Cetatea Chilia 25,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 26,str. Cetatea Chilia 26,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 27,str. Cetatea Chilia 27,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cetatea Chilia 28,str. Cetatea Chilia 28,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Cioriceşti,str. Cioriceşti,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Ciugureanu,str. Ciugureanu,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 22,str. Hanul Morii 22,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 32,str. Hanul Morii 32,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 34,str. Hanul Morii 34,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 36,str. Hanul Morii 36,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 38,str. Hanul Morii 38,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 42,str. Hanul Morii 42,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 46,str. Hanul Morii 46,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
24,56797,MUNICIPIUL CHIȘINĂU - Botanica,Муниципий Кишинэу - Ботаника,str. Hanul Morii 48,str. Hanul Morii 48,50,"Gimnaziul ""Nicolae H. Costin"", (tel. 022 550117)"
